food_name,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,unit_type,avg_weight
Cashews,263.62,17.35,57.64,5.67,2.66,gram,100
Rajma,222.68,22.91,26.76,2.21,9.4,gram,100
Banana,59.76,19.72,13.16,6.36,0.04,piece,83
Almonds,289.33,13.39,54.74,2.9,4.8,gram,100
Carrot,246.4,2.68,11.9,3.88,5.88,gram,100
Butter,362.14,21.77,44.88,6.11,9.96,gram,100
Upma,360.44,20.94,28.55,17.73,8.08,gram,100
Oats,141.11,7.5,33.0,2.26,5.28,gram,100
Cauliflower,40.53,19.13,5.81,3.81,5.66,gram,100
Paneer,246.48,29.61,34.55,17.27,2.19,gram,100
Salad,263.5,5.74,37.95,15.38,9.94,gram,100
Butter,382.24,12.4,55.88,20.23,9.44,gram,100
Paneer,152.28,9.9,49.04,22.84,6.59,gram,100
Cabbage,249.56,29.36,24.69,27.48,1.65,gram,100
Almonds,309.14,27.42,44.25,13.72,5.43,gram,100
Dal Tadka,231.17,22.77,17.87,1.86,0.82,gram,100
Orange,323.0,28.94,16.02,2.98,3.39,gram,100
Peanuts,292.32,18.67,30.95,28.27,6.42,gram,100
Grapes,261.55,6.05,43.3,18.69,6.41,gram,100
Curd,289.28,15.06,28.78,18.79,0.18,gram,100
Almonds,396.38,12.65,42.4,5.96,6.29,gram,100
Paneer,179.77,28.33,10.11,9.08,8.87,gram,100
Egg,356.38,10.7,9.73,13.36,1.68,piece,93
Greek Yogurt,309.31,19.43,25.05,7.85,9.77,gram,100
Paratha,324.35,0.03,28.78,1.53,8.39,piece,45
Chicken Breast,239.58,23.95,10.31,28.37,8.24,gram,100
Biryani,363.2,27.89,32.96,28.07,1.16,gram,100
Papaya,112.5,0.14,1.37,26.55,6.65,gram,100
Spinach,391.42,2.64,22.82,15.13,7.93,gram,100
Carrot,330.17,20.52,37.41,10.55,5.01,gram,100
Vegetable Curry,49.73,7.86,27.21,26.7,1.07,gram,100
Orange,277.75,16.8,17.74,7.69,9.45,gram,100
Upma,125.17,27.83,39.62,4.87,9.18,gram,100
Curd,222.04,20.15,24.2,3.4,9.75,gram,100
Broccoli,160.14,9.1,47.94,1.23,4.23,gram,100
Carrot,68.27,26.81,43.6,21.13,6.85,gram,100
Biryani,166.12,0.48,46.88,9.83,1.69,gram,100
Dosa,388.84,3.83,51.94,11.2,4.38,gram,100
Chapati,387.51,4.01,17.3,26.09,2.85,piece,67
Carrot,380.51,14.43,19.86,4.26,0.99,gram,100
Watermelon,223.72,16.49,2.99,4.96,4.48,gram,100
Cauliflower,167.75,16.92,22.15,3.59,2.64,gram,100
Egg,305.61,6.6,7.08,7.44,9.66,piece,36
Almonds,59.84,1.2,48.85,6.4,6.75,gram,100
Pineapple,131.65,18.1,34.17,25.62,0.72,gram,100
Pineapple,70.59,4.21,42.47,12.22,8.57,gram,100
Onion,333.43,21.56,41.18,24.39,3.83,gram,100
Cauliflower,297.2,21.65,26.25,9.11,8.08,gram,100
Cabbage,327.42,16.82,5.52,11.01,0.03,gram,100
Oats,304.03,4.64,23.19,6.32,7.08,gram,100
Mango,93.78,8.07,13.84,17.22,1.63,gram,100
Upma,321.93,29.42,24.48,1.66,2.31,gram,100
Idli,336.35,24.27,27.03,26.92,5.55,piece,99
Cornflakes,271.85,5.62,45.07,16.31,1.3,gram,100
Cornflakes,391.61,18.9,22.34,21.86,3.93,gram,100
Curd,268.41,15.79,27.6,28.63,8.24,gram,100
Chicken Breast,172.41,25.38,1.86,1.56,0.98,gram,100
Egg,320.58,10.23,37.14,24.78,8.15,piece,91
Banana,240.61,6.08,31.45,16.67,9.46,piece,50
Dal Tadka,239.69,8.23,40.33,26.53,5.09,gram,100
Biryani,195.05,1.92,39.96,2.67,4.39,gram,100
Spinach,97.0,21.77,15.01,6.24,9.0,gram,100
Paneer,117.14,18.54,17.25,8.77,3.35,gram,100
Dosa,152.19,24.23,52.33,16.14,8.17,gram,100
Rajma,384.88,11.0,22.35,10.91,0.48,gram,100
Idli,346.5,0.25,55.24,13.07,7.85,piece,73
Cornflakes,54.28,3.26,46.92,28.0,2.06,gram,100
Paneer Butter Masala,260.55,26.74,30.3,15.09,2.12,gram,100
Potato,113.45,6.78,9.16,15.37,3.37,gram,100
Pineapple,168.88,8.15,5.23,22.17,6.92,gram,100
Oats,270.99,7.66,1.9,29.64,0.55,gram,100
Milk,367.74,24.52,14.66,27.1,8.71,gram,100
Cashews,43.25,29.11,48.14,22.2,1.86,gram,100
Grapes,67.08,13.51,13.3,20.43,0.31,gram,100
Onion,243.06,23.03,47.12,19.65,8.24,gram,100
Cauliflower,332.29,4.01,21.46,2.85,0.33,gram,100
Cabbage,321.35,13.94,38.1,1.23,0.21,gram,100
Carrot,101.08,28.52,9.85,14.77,2.08,gram,100
Potato,109.53,4.15,31.71,19.04,0.37,gram,100
Milk,313.65,0.17,27.5,6.6,3.5,gram,100
Protein Shake,328.25,17.17,50.27,11.24,0.73,gram,100
Poha,83.84,11.12,42.7,14.16,4.8,gram,100
Cornflakes,127.16,23.88,47.83,14.48,0.77,gram,100
Salad,225.79,14.01,54.52,28.95,3.09,gram,100
Paneer,231.87,21.28,41.65,26.53,5.29,gram,100
Idli,295.48,25.0,53.39,3.27,5.57,piece,38
Egg,295.05,26.55,30.04,2.44,3.06,piece,95
Tomato,219.48,4.18,36.24,19.83,5.49,gram,100
Bread,100.53,14.5,24.12,13.69,6.67,gram,100
Broccoli,177.15,13.22,44.52,14.85,8.2,gram,100
Cashews,158.04,9.32,16.61,16.6,1.21,gram,100
Mango,245.76,11.58,29.12,20.0,8.11,gram,100
Oats,92.74,17.83,12.2,17.17,4.49,gram,100
Salad,258.04,23.04,30.75,11.43,3.36,gram,100
Egg,259.18,5.28,48.04,5.82,2.44,piece,110
Upma,376.82,20.47,0.83,25.43,2.55,gram,100
Protein Shake,208.4,0.98,28.67,29.87,6.53,gram,100
Paratha,233.49,29.98,32.44,19.38,4.31,piece,70
Almonds,127.98,6.12,12.67,18.39,5.42,gram,100
Apple,105.34,23.53,14.27,23.99,2.72,piece,120
Cabbage,396.39,21.47,56.72,1.73,2.54,gram,100
Carrot,396.97,29.35,32.7,10.36,9.72,gram,100
Grapes,150.45,12.67,41.68,15.73,1.62,gram,100
Cauliflower,80.08,19.15,26.03,14.34,0.3,gram,100
Cauliflower,176.42,28.98,30.68,7.14,5.18,gram,100
Milk,180.45,16.55,45.13,16.46,9.55,gram,100
Paneer,243.93,3.03,57.25,29.25,1.2,gram,100
Apple,103.35,20.33,31.93,24.02,7.87,piece,59
Spinach,261.93,20.69,4.5,16.4,4.79,gram,100
Poha,330.81,10.87,29.09,11.43,9.21,gram,100
Cornflakes,318.19,18.26,51.79,17.67,2.68,gram,100
Salad,332.86,28.71,58.85,2.66,5.08,gram,100
Rajma,311.14,16.43,46.6,6.59,1.36,gram,100
Chicken Curry,194.82,0.57,28.67,4.41,6.03,gram,100
Rice,325.71,11.83,20.64,21.81,1.25,gram,100
Dal Tadka,208.37,11.81,14.73,6.9,9.01,gram,100
Dosa,359.2,0.89,34.97,29.21,7.47,gram,100
Cornflakes,213.42,7.52,10.2,13.88,1.88,gram,100
Pineapple,392.16,12.74,44.11,7.36,1.44,gram,100
Cabbage,136.64,11.12,6.8,19.37,3.37,gram,100
Almonds,330.46,7.19,36.88,14.1,6.65,gram,100
Idli,199.89,17.72,21.75,17.77,3.61,piece,30
Chole,89.77,3.45,47.51,12.83,4.12,gram,100
Greek Yogurt,241.72,4.45,44.29,28.87,3.16,gram,100
Walnuts,199.01,14.36,15.39,7.27,7.0,gram,100
Milk,393.64,0.83,49.54,13.24,7.11,gram,100
Cauliflower,242.98,2.97,23.38,21.26,2.26,gram,100
Dosa,361.89,7.4,38.45,27.48,8.91,gram,100
Peanuts,104.61,20.04,18.87,15.44,1.1,gram,100
Tomato,138.72,11.36,5.18,27.5,7.94,gram,100
Walnuts,133.53,4.29,36.77,8.15,4.46,gram,100
Oats,255.97,7.16,49.91,26.04,8.57,gram,100
Greek Yogurt,256.7,11.94,34.18,29.86,4.17,gram,100
Oats,162.17,23.49,7.76,6.43,5.42,gram,100
Rajma,300.36,29.74,38.05,0.26,1.23,gram,100
Almonds,315.35,24.2,46.89,21.4,9.71,gram,100
Spinach,100.92,8.96,34.91,9.36,2.6,gram,100
Dal Tadka,89.13,19.12,45.85,11.81,1.08,gram,100
Potato,318.95,23.41,42.39,29.18,4.89,gram,100
Carrot,272.81,21.11,2.73,11.3,5.86,gram,100
Potato,326.67,9.9,50.46,7.08,4.48,gram,100
Papaya,218.28,15.74,35.29,19.89,0.52,gram,100
Oats,122.03,1.72,34.38,3.23,8.57,gram,100
Paratha,303.26,15.1,54.35,26.93,8.12,piece,39
Chicken Curry,139.64,6.64,30.0,18.88,2.67,gram,100
Cashews,310.31,24.98,14.92,1.3,2.3,gram,100
Chicken Breast,376.51,21.85,40.9,17.26,4.06,gram,100
Banana,117.77,26.12,6.5,19.97,6.89,piece,115
Curd,190.19,26.94,15.2,13.98,1.3,gram,100
Almonds,51.91,25.0,14.77,18.97,0.78,gram,100
Papaya,166.6,16.35,39.42,19.59,3.02,gram,100
Watermelon,197.23,3.2,59.84,9.95,0.13,gram,100
Chole,115.35,7.08,18.59,27.99,7.85,gram,100
Spinach,217.67,5.98,12.63,28.8,4.55,gram,100
Chicken Curry,179.48,29.36,17.11,1.96,6.92,gram,100
Vegetable Curry,215.91,17.09,33.77,24.38,7.29,gram,100
Bread,356.39,10.48,20.16,0.69,8.09,gram,100
Onion,167.88,16.91,8.5,6.46,4.1,gram,100
Paneer,108.2,22.89,58.54,27.12,1.44,gram,100
Butter,44.99,21.37,38.67,16.0,6.53,gram,100
Greek Yogurt,240.26,0.26,31.11,18.23,5.21,gram,100
Cabbage,64.87,1.0,23.12,26.67,6.37,gram,100
Almonds,76.42,13.01,58.97,1.13,6.38,gram,100
Cashews,391.23,11.92,53.24,20.11,4.13,gram,100
Banana,144.74,0.3,17.37,26.82,4.6,piece,49
Pineapple,81.01,27.83,27.85,14.65,8.85,gram,100
Walnuts,173.26,19.98,31.94,23.43,7.74,gram,100
Paneer Butter Masala,213.58,2.15,42.54,9.5,6.22,gram,100
Poha,386.2,27.52,39.36,16.56,5.46,gram,100
Mango,246.13,0.01,0.17,10.91,1.42,gram,100
Rice,59.57,24.39,27.73,21.71,8.35,gram,100
Biryani,331.88,21.85,33.21,19.36,4.07,gram,100
Broccoli,149.78,2.4,24.47,26.36,0.93,gram,100
Chapati,270.77,17.01,58.92,18.06,4.81,piece,52
Bread,211.94,8.76,27.3,7.0,5.31,gram,100
Potato,332.07,3.33,14.36,29.45,2.99,gram,100
Chole,184.86,22.11,17.16,18.44,4.71,gram,100
Peanuts,103.43,13.18,2.39,19.54,5.15,gram,100
Rice,52.3,14.61,54.83,18.0,7.84,gram,100
Upma,245.6,16.12,6.66,10.42,1.05,gram,100
Paneer Butter Masala,118.25,17.89,18.16,27.07,9.86,gram,100
Biryani,48.25,28.8,44.08,25.09,4.27,gram,100
Tomato,185.21,0.42,12.79,14.18,3.32,gram,100
Chole,206.92,12.77,55.26,21.69,4.84,gram,100
Upma,375.53,6.54,47.65,17.05,6.22,gram,100
Paneer,76.28,9.27,33.99,1.51,8.09,gram,100
Butter,381.45,22.55,43.68,29.67,7.43,gram,100
Milk,154.23,28.72,45.07,12.69,0.74,gram,100
Tomato,216.32,12.49,44.44,6.6,1.09,gram,100
Chicken Breast,258.94,0.99,0.94,18.44,3.42,gram,100
Mango,255.91,14.03,57.89,20.14,8.66,gram,100
Peanuts,302.75,26.82,32.72,17.66,8.58,gram,100
Paneer,236.84,2.32,21.38,22.57,4.22,gram,100
Egg,388.92,8.48,33.71,0.46,7.15,piece,113
Grapes,142.3,28.06,15.85,2.92,6.44,gram,100
Dosa,121.3,20.45,25.0,8.84,3.47,gram,100
Paneer,69.63,12.71,11.32,4.92,2.79,gram,100
Papaya,318.44,20.27,41.74,8.12,7.38,gram,100
Paneer Butter Masala,386.03,10.99,41.87,10.46,2.3,gram,100
Rajma,52.64,20.24,57.82,7.58,4.95,gram,100
Watermelon,273.47,21.6,34.15,21.6,5.78,gram,100
Pineapple,65.96,9.02,40.36,1.1,3.5,gram,100
Almonds,372.73,13.73,17.9,18.34,6.83,gram,100
Almonds,281.54,25.33,3.05,22.71,0.92,gram,100
Spinach,200.12,6.69,23.49,2.69,3.44,gram,100
Chapati,98.28,5.0,8.4,7.33,6.12,piece,93
Paratha,175.17,25.52,2.3,20.44,5.95,piece,110
Onion,283.88,19.13,25.18,7.23,0.62,gram,100
Cornflakes,261.8,11.22,30.07,9.0,8.42,gram,100
Orange,210.0,21.81,37.7,3.36,2.92,gram,100
Paneer Butter Masala,55.72,17.4,11.07,11.6,2.46,gram,100
Chole,301.1,22.42,56.38,23.7,4.31,gram,100
Paratha,282.62,11.69,32.49,3.48,3.71,piece,87
Papaya,203.83,19.7,10.1,29.09,2.36,gram,100
Chapati,128.37,18.72,10.25,9.28,5.81,piece,30
Chicken Breast,341.05,15.91,14.89,18.31,5.21,gram,100
Vegetable Curry,309.88,11.05,43.36,18.3,3.13,gram,100
Paratha,148.55,0.95,56.28,27.3,6.36,piece,116
Poha,80.63,19.67,37.6,22.18,7.27,gram,100
Curd,202.73,3.39,49.89,5.05,5.16,gram,100
Curd,363.36,15.03,40.93,6.91,9.18,gram,100
Pineapple,311.53,3.4,14.73,4.0,9.41,gram,100
Cornflakes,145.25,10.58,1.78,23.12,4.05,gram,100
Cabbage,279.82,3.99,48.14,0.1,0.63,gram,100
Papaya,161.46,28.85,28.89,9.87,9.96,gram,100
Vegetable Curry,240.35,7.53,10.91,23.93,7.28,gram,100
Biryani,218.63,23.83,25.83,25.15,7.94,gram,100
Paneer Butter Masala,305.21,20.76,40.27,25.58,5.03,gram,100
Watermelon,187.89,4.65,16.42,21.38,8.76,gram,100
Paneer,235.74,18.14,45.24,9.83,6.33,gram,100
Carrot,167.2,12.07,20.64,9.99,3.56,gram,100
Grapes,212.12,25.8,45.78,19.12,2.29,gram,100
Paratha,334.92,25.64,6.06,10.2,9.35,piece,101
Salad,348.81,6.77,8.1,16.19,3.37,gram,100
Grapes,190.82,8.59,23.29,24.6,7.91,gram,100
Paneer Butter Masala,129.92,17.4,15.83,23.77,6.38,gram,100
Paratha,243.77,16.76,17.75,20.36,6.8,piece,58
Chicken Breast,214.5,0.47,6.07,15.02,9.7,gram,100
Cashews,157.96,21.41,22.6,10.38,7.76,gram,100
Pineapple,112.98,26.26,11.63,10.36,7.59,gram,100
Cabbage,382.29,4.68,29.85,9.08,6.8,gram,100
Chicken Breast,84.46,8.82,56.48,9.21,6.09,gram,100
Salad,265.99,25.39,14.4,19.82,3.17,gram,100
Biryani,235.85,24.25,37.13,17.32,1.69,gram,100
Cashews,300.63,16.36,35.86,13.21,7.33,gram,100
Broccoli,146.8,22.69,19.06,7.95,7.66,gram,100
Curd,317.1,5.18,42.19,25.47,9.51,gram,100
Grapes,235.52,3.62,56.21,8.16,6.65,gram,100
Tomato,202.08,10.81,16.99,16.83,3.46,gram,100
Watermelon,318.04,1.07,36.08,19.21,5.6,gram,100
Carrot,78.57,1.99,8.35,3.48,4.74,gram,100
Cabbage,227.15,4.76,27.35,4.52,6.28,gram,100
Dal Tadka,389.06,8.7,5.05,14.28,2.62,gram,100
Peanuts,352.78,14.66,15.41,24.48,2.55,gram,100
Greek Yogurt,353.23,7.39,27.99,21.54,3.46,gram,100
Dosa,294.34,15.58,45.95,10.32,8.13,gram,100
Paratha,142.74,5.01,39.19,12.55,2.71,piece,48
Paneer Butter Masala,396.32,9.31,27.35,29.91,5.19,gram,100
Potato,172.79,11.62,43.0,5.34,1.97,gram,100
Greek Yogurt,223.41,19.07,49.77,24.04,2.7,gram,100
Tomato,219.93,11.34,6.47,12.4,5.31,gram,100
Poha,115.14,13.89,43.26,27.62,9.43,gram,100
Cauliflower,53.21,12.46,5.68,19.53,9.86,gram,100
Peanuts,63.6,13.18,1.84,9.59,9.35,gram,100
Vegetable Curry,51.8,23.77,10.96,22.86,6.59,gram,100
Cabbage,130.52,29.03,54.28,8.35,0.47,gram,100
Egg,67.12,5.8,31.55,13.41,4.23,piece,115
Chicken Breast,346.9,17.57,26.77,10.56,5.12,gram,100
Watermelon,313.53,23.74,13.75,6.33,4.9,gram,100
Almonds,331.89,24.13,41.34,16.67,4.01,gram,100
Cornflakes,271.69,8.89,11.94,21.41,4.87,gram,100
Rice,176.63,18.43,15.34,3.02,5.86,gram,100
Potato,264.58,2.33,24.0,1.61,2.95,gram,100
Egg,45.28,1.97,25.64,22.66,7.52,piece,108
Almonds,382.56,0.97,35.43,12.47,1.46,gram,100
Chapati,328.53,25.54,34.19,15.9,2.81,piece,117
Chicken Breast,131.28,18.74,46.01,6.99,8.51,gram,100
Carrot,45.3,0.18,49.35,28.46,4.07,gram,100
Rajma,314.06,23.66,22.38,2.12,1.49,gram,100
Cashews,73.0,20.51,45.67,27.39,2.73,gram,100
Chapati,68.13,12.41,18.12,9.25,0.05,piece,37
Tomato,200.32,25.71,18.88,4.63,4.69,gram,100
Paratha,64.52,8.26,2.98,11.72,9.66,piece,55
Upma,265.5,8.19,2.45,10.03,0.29,gram,100
Tomato,81.91,20.26,0.63,25.7,8.23,gram,100
Mango,325.72,13.85,10.02,22.13,6.88,gram,100
Rajma,102.75,13.28,44.28,0.17,5.68,gram,100
Idli,167.67,16.49,37.61,24.18,9.64,piece,67
Grapes,159.34,20.95,43.28,24.56,3.55,gram,100
Rajma,300.83,13.25,55.45,24.34,9.33,gram,100
Chapati,254.78,12.14,17.32,6.39,9.46,piece,53
Grapes,127.81,25.66,19.35,9.34,2.9,gram,100
Egg,172.93,4.66,5.52,6.14,0.54,piece,112
Orange,145.52,27.76,58.27,9.39,7.96,gram,100
Vegetable Curry,319.35,6.36,25.95,20.8,9.06,gram,100
Chicken Curry,147.11,29.63,11.34,23.79,1.9,gram,100
Dal Tadka,224.97,4.53,4.51,8.41,2.17,gram,100
Milk,287.12,26.37,11.22,4.02,1.95,gram,100
Chapati,279.17,17.4,51.13,27.75,7.7,piece,39
Milk,354.29,12.75,17.87,4.47,3.32,gram,100
Butter,399.76,4.47,11.17,6.81,0.1,gram,100
Mango,299.49,25.06,34.97,8.32,3.02,gram,100
Papaya,261.54,14.12,1.19,4.91,5.32,gram,100
Idli,153.33,26.16,4.59,17.66,7.78,piece,106
Mango,242.52,5.89,38.02,15.05,5.11,gram,100
Curd,386.35,1.02,14.14,7.86,9.32,gram,100
Dosa,394.46,11.17,35.36,11.46,5.72,gram,100
Milk,391.1,0.59,8.6,7.97,8.36,gram,100
Apple,54.16,15.86,34.6,28.15,0.54,piece,32
Sambar,251.12,15.28,52.58,16.36,0.29,gram,100
Watermelon,308.14,8.63,21.19,18.12,4.85,gram,100
Bread,267.7,1.64,16.64,7.79,8.03,gram,100
Tomato,77.38,13.51,18.34,28.23,2.85,gram,100
Cabbage,172.0,16.03,51.57,16.41,4.79,gram,100
Chicken Curry,302.55,24.88,49.4,14.68,5.61,gram,100
Salad,327.85,8.03,27.19,15.23,4.96,gram,100
Paneer,366.16,14.33,48.01,9.83,6.43,gram,100
Dosa,367.66,19.84,55.05,16.0,0.16,gram,100
Greek Yogurt,321.79,26.52,20.39,1.87,6.21,gram,100
Egg,60.15,16.73,39.54,27.76,7.95,piece,95
Cashews,315.56,18.86,58.47,14.8,6.28,gram,100
Salad,181.69,1.37,43.01,22.41,0.43,gram,100
Walnuts,60.3,1.95,21.49,18.95,9.53,gram,100
Cornflakes,303.96,4.26,40.78,11.66,7.84,gram,100
Dal Tadka,261.97,10.76,22.37,25.65,4.05,gram,100
Tomato,357.15,28.5,20.13,8.48,3.72,gram,100
Biryani,71.73,0.83,40.78,1.14,9.14,gram,100
Sambar,130.49,13.78,17.05,10.06,9.99,gram,100
Almonds,276.55,6.07,12.48,14.63,4.0,gram,100
Biryani,366.3,21.78,11.04,12.06,5.84,gram,100
Watermelon,120.99,7.76,55.32,21.65,1.06,gram,100
Salad,324.05,18.53,18.8,24.56,4.12,gram,100
Dal Tadka,260.75,22.07,25.28,25.69,6.0,gram,100
Salad,306.4,15.51,22.11,26.66,2.85,gram,100
Paneer,235.4,26.07,34.69,25.5,8.97,gram,100
Biryani,54.16,28.41,19.51,24.35,4.29,gram,100
Papaya,232.39,16.47,37.7,23.82,5.83,gram,100
Dal Tadka,86.13,10.78,57.11,9.18,5.43,gram,100
Chicken Curry,259.76,28.07,27.0,14.06,5.0,gram,100
Biryani,112.75,3.81,51.94,9.6,4.99,gram,100
Paratha,53.72,18.32,59.88,11.89,7.55,piece,65
Egg,302.57,14.58,42.42,12.82,6.65,piece,30
Cabbage,256.7,2.13,44.47,13.79,9.87,gram,100
Sambar,299.48,20.45,5.28,10.24,4.54,gram,100
Milk,318.17,26.92,16.24,21.94,7.8,gram,100
Rajma,202.37,25.2,58.38,13.2,8.4,gram,100
Potato,316.65,21.92,8.03,21.27,9.52,gram,100
Carrot,252.58,5.59,35.24,20.28,8.36,gram,100
Rajma,310.66,14.59,27.14,6.44,7.9,gram,100
Potato,384.83,22.26,36.95,5.07,1.48,gram,100
Broccoli,313.83,16.76,29.16,8.13,9.84,gram,100
Pineapple,214.24,9.4,56.12,18.04,6.17,gram,100
Curd,272.26,9.32,6.22,26.05,1.02,gram,100
Curd,261.88,4.14,26.6,12.94,7.98,gram,100
Idli,276.47,15.77,42.04,14.27,7.89,piece,52
Salad,130.94,16.05,4.85,3.95,8.75,gram,100
Sambar,311.67,10.87,14.22,16.62,2.39,gram,100
Watermelon,312.49,20.25,41.06,28.83,4.45,gram,100
Potato,330.03,24.26,47.07,14.89,1.35,gram,100
Butter,220.52,19.34,11.24,16.36,6.84,gram,100
Paratha,371.16,11.66,27.68,2.16,8.82,piece,42
Grapes,268.87,0.87,52.2,26.72,5.78,gram,100
Sambar,291.96,11.64,22.6,5.05,8.24,gram,100
Rajma,55.45,13.21,12.3,16.4,2.77,gram,100
Watermelon,251.37,23.53,59.41,2.69,9.7,gram,100
Potato,180.77,0.32,15.45,2.9,9.89,gram,100
Pineapple,380.11,13.46,24.99,21.04,4.39,gram,100
Rice,133.37,22.29,21.86,26.24,5.09,gram,100
Poha,173.25,25.87,12.3,2.76,9.66,gram,100
Milk,51.87,19.36,46.87,18.91,7.53,gram,100
Protein Shake,267.0,2.46,29.71,8.18,9.44,gram,100
Paneer Butter Masala,153.82,21.77,17.5,8.85,2.74,gram,100
Pineapple,282.02,23.66,54.24,4.39,6.75,gram,100
Chicken Curry,371.68,8.77,41.41,0.66,6.41,gram,100
Peanuts,292.48,12.96,11.91,27.13,1.75,gram,100
Peanuts,305.63,26.38,4.17,16.83,0.72,gram,100
Cashews,96.56,20.53,10.0,28.42,6.07,gram,100
Paratha,312.37,0.81,45.91,12.54,2.68,piece,41
Tomato,303.93,2.83,21.31,15.0,2.04,gram,100
Dal Tadka,360.42,8.58,8.58,13.01,0.7,gram,100
Salad,171.28,27.19,42.92,0.21,3.57,gram,100
Oats,307.38,9.19,48.38,7.32,6.03,gram,100
Cabbage,62.31,11.39,14.71,28.03,5.31,gram,100
Chapati,242.15,7.37,8.6,14.14,5.49,piece,38
Sambar,206.22,6.96,46.35,8.81,8.59,gram,100
Banana,61.64,20.05,26.07,16.84,0.95,piece,104
Paneer Butter Masala,80.51,25.21,46.38,25.43,3.15,gram,100
Papaya,224.0,11.42,4.94,28.78,2.29,gram,100
Rajma,120.9,22.68,49.69,1.17,9.36,gram,100
Onion,41.46,16.51,59.72,22.72,4.69,gram,100
Curd,135.16,9.33,49.17,8.06,5.89,gram,100
Potato,241.11,21.49,11.97,15.2,5.08,gram,100
Grapes,71.38,24.74,35.96,21.2,0.93,gram,100
Carrot,131.91,13.0,3.37,6.18,3.62,gram,100
Carrot,280.15,21.37,59.47,9.16,1.22,gram,100
Bread,219.65,12.62,41.12,26.06,9.62,gram,100
Sambar,111.08,9.25,39.45,26.42,1.06,gram,100
Egg,196.5,17.75,28.26,22.91,4.01,piece,91
Dosa,146.12,12.34,32.52,7.88,3.84,gram,100
Mango,371.96,7.32,3.57,10.96,0.48,gram,100
Mango,208.37,19.78,36.7,16.08,0.35,gram,100
Dosa,230.05,13.0,53.75,18.51,6.2,gram,100
Upma,168.39,10.46,33.31,25.52,9.86,gram,100
Peanuts,182.09,25.77,56.11,14.74,5.31,gram,100
Spinach,356.53,3.16,47.99,20.59,3.04,gram,100
Peanuts,376.28,26.45,34.51,5.73,5.24,gram,100
Banana,186.29,20.32,45.93,21.68,1.78,piece,69
Salad,311.5,11.82,21.18,24.91,8.29,gram,100
Orange,241.01,6.78,10.9,7.54,2.4,gram,100
Cabbage,167.86,5.09,31.78,13.22,0.07,gram,100
Rajma,60.09,15.94,26.6,7.28,0.62,gram,100
Rice,381.96,15.91,33.49,21.11,9.68,gram,100
Chicken Curry,55.33,0.83,49.11,25.29,7.24,gram,100
Pineapple,89.62,13.05,38.0,28.32,0.73,gram,100
Tomato,150.4,1.47,29.07,3.0,9.8,gram,100
Tomato,142.68,11.98,22.19,22.89,2.93,gram,100
Orange,88.38,29.03,57.43,2.75,9.86,gram,100
Egg,239.31,21.92,42.26,16.41,6.23,piece,106
Sambar,286.23,29.35,11.83,7.88,7.19,gram,100
Milk,163.3,9.62,11.16,13.36,1.22,gram,100
Chole,146.65,18.72,10.2,27.01,1.84,gram,100
Biryani,52.03,29.53,1.26,21.99,0.87,gram,100
Egg,174.0,25.89,34.4,29.92,5.05,piece,107
Watermelon,330.29,25.56,42.8,11.76,7.55,gram,100
Tomato,104.05,19.85,21.69,24.88,8.51,gram,100
Vegetable Curry,375.13,14.84,5.23,4.55,2.65,gram,100
Walnuts,359.79,25.25,12.76,1.02,7.76,gram,100
Watermelon,313.38,9.77,42.05,28.59,5.24,gram,100
Oats,54.51,10.6,29.47,14.8,3.25,gram,100
Biryani,382.55,29.1,9.72,7.26,0.79,gram,100
Sambar,378.52,28.16,47.25,23.67,8.95,gram,100
Dal Tadka,208.39,5.52,57.96,17.04,9.26,gram,100
Grapes,94.63,21.79,30.9,3.14,7.78,gram,100
Cornflakes,318.2,4.12,1.62,17.68,4.95,gram,100
Upma,165.05,16.79,23.4,23.21,0.4,gram,100
Oats,394.25,13.66,34.96,23.4,0.98,gram,100
Chicken Breast,352.91,25.02,14.73,15.58,6.46,gram,100
Watermelon,103.63,18.2,17.44,16.27,6.16,gram,100
Pineapple,46.29,21.62,28.91,12.52,6.42,gram,100
Milk,108.77,3.42,45.6,14.95,2.07,gram,100
Vegetable Curry,296.12,26.41,59.12,18.51,3.03,gram,100
Onion,279.71,6.7,57.27,12.89,0.57,gram,100
Curd,93.39,24.22,26.11,25.94,0.43,gram,100
Dosa,197.14,14.2,1.4,2.88,8.28,gram,100
Chicken Breast,64.33,20.66,6.11,19.18,0.38,gram,100
Mango,155.44,24.99,39.64,27.44,4.5,gram,100
Poha,80.96,23.7,25.26,12.04,3.27,gram,100
Potato,319.88,27.23,46.34,7.31,8.57,gram,100
Dosa,67.34,22.39,56.32,4.39,1.4,gram,100
Papaya,143.43,11.23,15.09,12.11,0.75,gram,100
Watermelon,334.82,2.97,46.44,23.81,2.39,gram,100
Watermelon,359.76,25.06,0.74,7.78,1.58,gram,100
Watermelon,60.26,16.46,22.57,24.06,5.04,gram,100
Greek Yogurt,349.83,4.57,45.96,8.83,4.54,gram,100
Dal Tadka,132.88,23.08,7.98,19.48,3.73,gram,100
Sambar,117.88,22.05,18.36,27.71,8.84,gram,100
Tomato,144.2,8.58,30.19,26.58,8.22,gram,100
Dal Tadka,286.45,4.02,52.17,21.58,8.99,gram,100
